Feeder,Inventory,Blackout_count,Age,City,Inventory_Blackout_count,Inventory_Blackout_mean,Diff,Customer_count,Duration
BAA148-34,BAA148,9,49,ANKARA,55,3.4375,5.5625,539,0.646203703
BAA148-7,BAA148,2,49,ANKARA,55,3.4375,-1.4375,21826.5,4.446805555
BAA148-9,BAA148,1,49,ANKARA,55,3.4375,-2.4375,44273,6.217222222
BAA149-10,BAA149,10,25,ANKARA,64,5.333333333,4.666666667,22807.1,1.138968222
BAA149-11,BAA149,8,25,ANKARA,64,5.333333333,2.666666667,20285,1.259375
BAA149-14,BAA149,3,25,ANKARA,64,5.333333333,-2.333333333,31202,1.777314815
BAA149-15,BAA149,9,25,ANKARA,64,5.333333333,3.666666667,33145.33333,0.681851851
BAA149-16,BAA149,5,25,ANKARA,64,5.333333333,-0.333333333,31181,0.479736833
BAA149-17,BAA149,15,25,ANKARA,64,5.333333333,9.666666667,1441.6,0.99437037
BAA149-19,BAA149,1,25,ANKARA,64,5.333333333,-4.333333333,17369,2.526111111
BAA149-20,BAA149,1,25,ANKARA,64,5.333333333,-4.333333333,492,3.699444444
BAA149-23,BAA149,1,25,ANKARA,64,5.333333333,-4.333333333,15689,7.536944444
BAA149-4,BAA149,5,25,ANKARA,64,5.333333333,-0.333333333,19729,0.601
BAA149-5,BAA149,3,25,ANKARA,64,5.333333333,-2.333333333,15522,0.107843148
BAA149-6,BAA149,3,25,ANKARA,64,5.333333333,-2.333333333,6129.666667,0.591481481
BAA150-10,BAA150,12,29,ANKARA,195,17.72727273,-5.727272727,3528.583333,0.166067639
BAA150-11,BAA150,2,29,ANKARA,195,17.72727273,-15.72727273,14430,0.148888889
BAA150-12,BAA150,3,29,ANKARA,195,17.72727273,-14.72727273,17249.66667,2.189814814
BAA150-13,BAA150,64,29,ANKARA,195,17.72727273,46.27272727,1026.8125,0.978027209
BAA150-14,BAA150,4,29,ANKARA,195,17.72727273,-13.72727273,11401.75,0.780917361
BAA150-3,BAA150,34,29,ANKARA,195,17.72727273,16.27272727,764.0588235,0.689836127
BAA150-4,BAA150,51,29,ANKARA,195,17.72727273,33.27272727,2666.980392,0.433313932
BAA150-5,BAA150,2,29,ANKARA,195,17.72727273,-15.72727273,3330.5,0.337222222
BAA150-7,BAA150,8,29,ANKARA,195,17.72727273,-9.727272727,23167.625,0.139597916
BAA150-8,BAA150,9,29,ANKARA,195,17.72727273,-8.727272727,574.6666667,0.129744845
BAA150-9,BAA150,6,29,ANKARA,195,17.72727273,-11.72727273,1167,0.788400416
BAA154-1,BAA154,7,43,ANKARA,51,3.642857143,3.357142857,44427.42857,1.219880952
BAA154-10,BAA154,1,43,ANKARA,51,3.642857143,-2.642857143,16287,4.870833333
BAA154-12,BAA154,9,43,ANKARA,51,3.642857143,5.357142857,19505.33333,0.258847716
BAA154-14,BAA154,1,43,ANKARA,51,3.642857143,-2.642857143,7920,0.325277777
BAA154-15,BAA154,6,43,ANKARA,51,3.642857143,2.357142857,11656.5,0.67324074
BAA154-16,BAA154,2,43,ANKARA,51,3.642857143,-1.642857143,2657.5,1.075416667
BAA154-20,BAA154,2,43,ANKARA,51,3.642857143,-1.642857143,104,0.218888889
BAA154-21,BAA154,1,43,ANKARA,51,3.642857143,-2.642857143,6951,0.900277777
BAA154-23,BAA154,1,43,ANKARA,51,3.642857143,-2.642857143,10756,0.0025
BAA154-29,BAA154,3,43,ANKARA,51,3.642857143,-0.642857143,652,3.181388888
BAA154-3,BAA154,15,43,ANKARA,51,3.642857143,11.35714286,10366.4,0.504037037
BAA154-6,BAA154,1,43,ANKARA,51,3.642857143,-2.642857143,28769,0.606666666
BAA154-7,BAA154,1,43,ANKARA,51,3.642857143,-2.642857143,18678,2.665
BAA154-9,BAA154,1,43,ANKARA,51,3.642857143,-2.642857143,70452,0.03105
BAA156-11,BAA156,1,14,ANKARA,29,2.9,-1.9,976,0.152777777
BAA156-14,BAA156,1,14,ANKARA,29,2.9,-1.9,1173,1.819166666
BAA156-16,BAA156,3,14,ANKARA,29,2.9,0.1,1248.333333,0.299722222
BAA156-18,BAA156,2,14,ANKARA,29,2.9,-0.9,2376,0.033472222
BAA156-19,BAA156,3,14,ANKARA,29,2.9,0.1,4,1.636481481
BAA156-2,BAA156,4,14,ANKARA,29,2.9,1.1,1483.5,0.426527778
BAA156-22,BAA156,4,14,ANKARA,29,2.9,1.1,4,2.095138889
BAA156-4,BAA156,6,14,ANKARA,29,2.9,3.1,825,0.682268518
BAA156-5,BAA156,4,14,ANKARA,29,2.9,1.1,1269.75,2.513125
BAA156-9,BAA156,1,14,ANKARA,29,2.9,-1.9,1852,0.014444444
BAA157-1,BAA157,5,25,ANKARA,25,3.125,1.875,244,0.629222222
BAA157-2,BAA157,3,25,ANKARA,25,3.125,-0.125,18407,0.281203703
BAA157-5,BAA157,6,25,ANKARA,25,3.125,2.875,13729.66667,0.150601851
BAA157-6,BAA157,4,25,ANKARA,25,3.125,0.875,2978,2.605347222
BAA157-7,BAA157,1,25,ANKARA,25,3.125,-2.125,10930,0.099166666
BAA157-8,BAA157,4,25,ANKARA,25,3.125,0.875,302.25,0.496041666
BAA157-C,BAA157,1,25,ANKARA,25,3.125,-2.125,45,3.87
BAA157-H,BAA157,1,25,ANKARA,25,3.125,-2.125,213,0.7
BAA164-10,BAA164,15,19,ANKARA,157,9.235294118,5.764705882,23810.53333,0.683703703
BAA164-12,BAA164,6,19,ANKARA,157,9.235294118,-3.235294118,22767.33333,0.05951449
BAA164-13,BAA164,9,19,ANKARA,157,9.235294118,-0.235294118,500,0.33632716
BAA164-14,BAA164,15,19,ANKARA,157,9.235294118,5.764705882,719.4,0.539735963
BAA164-15,BAA164,12,19,ANKARA,157,9.235294118,2.764705882,9287.833333,1.361545879
BAA164-19,BAA164,4,19,ANKARA,157,9.235294118,-5.235294118,18032.75,0.062222222
BAA164-20,BAA164,31,19,ANKARA,157,9.235294118,21.76470588,114.6129032,0.179062957
BAA164-21,BAA164,13,19,ANKARA,157,9.235294118,3.764705882,208.2307692,0.27755
BAA164-26,BAA164,1,19,ANKARA,157,9.235294118,-8.235294118,1211,0.015555555
BAA164-28,BAA164,27,19,ANKARA,157,9.235294118,17.76470588,962.8888889,0.409537037
BAA164-29,BAA164,1,19,ANKARA,157,9.235294118,-8.235294118,2578,0.031666666
BAA164-3,BAA164,3,19,ANKARA,157,9.235294118,-6.235294118,726.3333333,0.341944444
BAA164-30,BAA164,4,19,ANKARA,157,9.235294118,-5.235294118,392,0.432638888
BAA164-31,BAA164,8,19,ANKARA,157,9.235294118,-1.235294118,7424,0.660451388
BAA164-4,BAA164,2,19,ANKARA,157,9.235294118,-7.235294118,1562.5,0.4325
BAA164-6,BAA164,5,19,ANKARA,157,9.235294118,-4.235294118,2021.2,0.142777777
BAA164-8,BAA164,1,19,ANKARA,157,9.235294118,-8.235294118,2307,0.046388888
BAA167-1,BAA167,20,3,ANKARA,218,18.16666667,1.833333333,161.4,1.279333333
BAA167-10,BAA167,5,3,ANKARA,218,18.16666667,-13.16666667,1424.2,0.310954222
BAA167-2,BAA167,1,3,ANKARA,218,18.16666667,-17.16666667,154,5.123888888
BAA167-4,BAA167,2,3,ANKARA,218,18.16666667,-16.16666667,259,2.245
BAA167-5,BAA167,2,3,ANKARA,218,18.16666667,-16.16666667,450.5,1.330694444
BAA167-6,BAA167,70,3,ANKARA,218,18.16666667,51.83333333,1383.3,1.029523706
BAA167-7,BAA167,17,3,ANKARA,218,18.16666667,-1.166666667,284.7647059,2.402369281
BAA167-8,BAA167,75,3,ANKARA,218,18.16666667,56.83333333,338.8933333,0.726154222
BAA167-9,BAA167,3,3,ANKARA,218,18.16666667,-15.16666667,32,2.568148148
BAA167-A,BAA167,3,3,ANKARA,218,18.16666667,-15.16666667,31.66666667,2.451851851
BAA167-C,BAA167,17,3,ANKARA,218,18.16666667,-1.166666667,20.70588235,1.761339869
BAA167-E,BAA167,3,3,ANKARA,218,18.16666667,-15.16666667,28.66666667,2.88324074
BAA168-2,BAA168,4,13,ANKARA,95,23.75,-19.75,736.75,1.606944444
BAA168-3,BAA168,5,13,ANKARA,95,23.75,-18.75,2555.2,0.084777777
BAA168-4,BAA168,79,13,ANKARA,95,23.75,55.25,892.6329114,0.793217376
BAA168-6,BAA168,7,13,ANKARA,95,23.75,-16.75,3347.285714,0.626407897
BAA172-1,BAA172,2,9,ANKARA,56,4.666666667,-2.666666667,1,0.579929583
BAA172-11,BAA172,1,9,ANKARA,56,4.666666667,-3.666666667,205,0.599444444
BAA172-12,BAA172,3,9,ANKARA,56,4.666666667,-1.666666667,216.6666667,1.50574074
BAA172-13,BAA172,9,9,ANKARA,56,4.666666667,4.333333333,18988,0.704845679
BAA172-14,BAA172,2,9,ANKARA,56,4.666666667,-2.666666667,55841.5,0.368888889
BAA172-15,BAA172,19,9,ANKARA,56,4.666666667,14.33333333,16657.84211,1.722332353
BAA172-19,BAA172,2,9,ANKARA,56,4.666666667,-2.666666667,10930,0.334305555
BAA172-4,BAA172,8,9,ANKARA,56,4.666666667,3.333333333,1666.25,1.264117361
BAA172-5,BAA172,4,9,ANKARA,56,4.666666667,-0.666666667,111,1.472569444
BAA172-9,BAA172,3,9,ANKARA,56,4.666666667,-1.666666667,51061.66667,1.194351851
BAA172-A,BAA172,1,9,ANKARA,56,4.666666667,-3.666666667,1,1.616111111
BAA172-E,BAA172,2,9,ANKARA,56,4.666666667,-2.666666667,1,0.107222222
BAA174-11,BAA174,3,40,ANKARA,9,2.25,0.75,5163.333333,1.067777777
BAA174-13,BAA174,3,40,ANKARA,9,2.25,0.75,99708.66667,0.232686111
BAA174-2,BAA174,2,40,ANKARA,9,2.25,-0.25,75911,0.196388889
BAA174-3,BAA174,1,40,ANKARA,9,2.25,-1.25,44774,0.0275
BAA182-10,BAA182,7,43,ANKARA,128,9.142857143,-2.142857143,2430.428571,0.290238095
BAA182-11,BAA182,10,43,ANKARA,128,9.142857143,0.857142857,28518.8,0.808333333
BAA182-12,BAA182,19,43,ANKARA,128,9.142857143,9.857142857,9182.263158,0.216769005
BAA182-13,BAA182,24,43,ANKARA,128,9.142857143,14.85714286,3884.291667,0.570150463
BAA182-17,BAA182,2,43,ANKARA,128,9.142857143,-7.142857143,54495,2.077916667
BAA182-18,BAA182,6,43,ANKARA,128,9.142857143,-3.142857143,337.6666667,0.663981481
BAA182-19,BAA182,17,43,ANKARA,128,9.142857143,7.857142857,159.0588235,0.30624183
BAA182-20,BAA182,8,43,ANKARA,128,9.142857143,-1.142857143,906.125,0.166597222
BAA182-23,BAA182,1,43,ANKARA,128,9.142857143,-8.142857143,610,0.4025
BAA182-3,BAA182,4,43,ANKARA,128,9.142857143,-5.142857143,1491.5,0.780624999
BAA182-4,BAA182,6,43,ANKARA,128,9.142857143,-3.142857143,1135.833333,0.643425926
BAA182-5,BAA182,9,43,ANKARA,128,9.142857143,-0.142857143,15655.44444,0.113672839
BAA182-6,BAA182,9,43,ANKARA,128,9.142857143,-0.142857143,15316.44444,0.271512346
BAA182-8,BAA182,6,43,ANKARA,128,9.142857143,-3.142857143,2698,0.468784999
BAA184-14,BAA184,1,55,ANKARA,17,1.7,-0.7,5735,0.064444444
BAA184-19,BAA184,2,55,ANKARA,17,1.7,0.3,22286,0.232083333
BAA184-24,BAA184,1,55,ANKARA,17,1.7,-0.7,5419,2.486111111
BAA184-29,BAA184,1,55,ANKARA,17,1.7,-0.7,33142,0.410277777
BAA184-3,BAA184,3,55,ANKARA,17,1.7,1.3,42975.33333,3.591759257
BAA184-6,BAA184,1,55,ANKARA,17,1.7,-0.7,36158,0.035
BAA184-60,BAA184,1,55,ANKARA,17,1.7,-0.7,4403,0.157777777
BAA184-7,BAA184,5,55,ANKARA,17,1.7,3.3,2523.8,0.295166666
BAA184-74,BAA184,1,55,ANKARA,17,1.7,-0.7,1757,0.172777777
BAA184-75,BAA184,1,55,ANKARA,17,1.7,-0.7,1397,0.066666666
BAA185-10,BAA185,7,9,ANKARA,63,5.727272727,1.272727273,3683.142857,2.770753968
BAA185-12,BAA185,21,9,ANKARA,63,5.727272727,15.27272727,701.3809524,0.399072037
BAA185-13,BAA185,3,9,ANKARA,63,5.727272727,-2.727272727,6212,0.313888889
BAA185-14,BAA185,2,9,ANKARA,63,5.727272727,-3.727272727,51,1.455277777
BAA185-16,BAA185,2,9,ANKARA,63,5.727272727,-3.727272727,9,3.625138889
BAA185-2,BAA185,4,9,ANKARA,63,5.727272727,-1.727272727,2197.75,0.386736111
BAA185-3,BAA185,2,9,ANKARA,63,5.727272727,-3.727272727,7600,4.115277777
BAA185-4,BAA185,1,9,ANKARA,63,5.727272727,-4.727272727,7059,0.043611111
BAA185-5,BAA185,18,9,ANKARA,63,5.727272727,12.27272727,2195.388889,0.439846604
BAA185-E,BAA185,2,9,ANKARA,63,5.727272727,-3.727272727,1,0.4375
BAA185-F,BAA185,1,9,ANKARA,63,5.727272727,-4.727272727,1,2.660833333
BAA186-1,BAA186,8,9,ANKARA,26,4.333333333,3.666666667,1200.625,1.446770833
BAA186-10,BAA186,9,9,ANKARA,26,4.333333333,4.666666667,1461.666667,1.538981481
BAA186-11,BAA186,3,9,ANKARA,26,4.333333333,-1.333333333,2305,1.288518518
BAA186-2,BAA186,4,9,ANKARA,26,4.333333333,-0.333333333,12091.5,0.014027777
BAA186-6,BAA186,1,9,ANKARA,26,4.333333333,-3.333333333,4039,0.677777777
BAA186-8,BAA186,1,9,ANKARA,26,4.333333333,-3.333333333,14124,0.0275
BAA187-10,BAA187,7,43,ANKARA,92,5.75,1.25,37750.85714,0.823174603
BAA187-13,BAA187,10,43,ANKARA,92,5.75,4.25,9192.2,0.373305555
BAA187-14,BAA187,11,43,ANKARA,92,5.75,5.25,11575.90909,0.178604949
BAA187-15,BAA187,9,43,ANKARA,92,5.75,3.25,4150.444444,0.208549382
BAA187-19,BAA187,13,43,ANKARA,92,5.75,7.25,1814.923077,0.094458974
BAA187-2,BAA187,5,43,ANKARA,92,5.75,-0.75,7583.6,0.793833666
BAA187-20,BAA187,1,43,ANKARA,92,5.75,-4.75,2908,0.211388888
BAA187-22,BAA187,1,43,ANKARA,92,5.75,-4.75,2908,5.635833333
BAA187-24,BAA187,1,43,ANKARA,92,5.75,-4.75,931,0.549722222
BAA187-25,BAA187,3,43,ANKARA,92,5.75,-2.75,885,0.069814814
BAA187-27,BAA187,4,43,ANKARA,92,5.75,-1.75,1433.5,0.403127986
BAA187-3,BAA187,6,43,ANKARA,92,5.75,0.25,14051.66667,0.354560463
BAA187-5,BAA187,7,43,ANKARA,92,5.75,1.25,2172.857143,0.595992063
BAA187-6,BAA187,2,43,ANKARA,92,5.75,-3.75,10210,0.021209167
BAA187-7,BAA187,8,43,ANKARA,92,5.75,2.25,16217.625,0.587023923
BAA187-8,BAA187,4,43,ANKARA,92,5.75,-1.75,25668.5,0.074166666
BAA191-10,BAA191,2,2,ANKARA,86,8.6,-6.6,28539.5,0.516944444
BAA191-12,BAA191,5,2,ANKARA,86,8.6,-3.6,2571.6,0.271611111
BAA191-13,BAA191,4,2,ANKARA,86,8.6,-4.6,978.5,0.42375
BAA191-14,BAA191,35,2,ANKARA,86,8.6,26.4,2357,0.33581842
BAA191-15,BAA191,2,2,ANKARA,86,8.6,-6.6,9344.5,0.761666667
BAA191-3,BAA191,16,2,ANKARA,86,8.6,7.4,4265.0625,0.370313593
BAA191-4,BAA191,5,2,ANKARA,86,8.6,-3.6,3319.2,0.522888889
BAA191-5,BAA191,6,2,ANKARA,86,8.6,-2.6,3363.333333,0.232175601
BAA191-8,BAA191,5,2,ANKARA,86,8.6,-3.6,29514,0.219055555
BAA191-9,BAA191,6,2,ANKARA,86,8.6,-2.6,21331.16667,0.131098611
BAA192-12,BAA192,4,18,ANKARA,40,5,-1,5661,0.027361111
BAA192-19,BAA192,6,18,ANKARA,40,5,1,4609.666667,0.326388888
BAA192-2,BAA192,1,18,ANKARA,40,5,-4,5195,2.100277777
BAA192-21,BAA192,12,18,ANKARA,40,5,7,3070.916667,0.611828703
BAA192-22,BAA192,6,18,ANKARA,40,5,1,4519.5,0.231759259
BAA192-3,BAA192,4,18,ANKARA,40,5,-1,1621,0.239027778
BAA192-4,BAA192,1,18,ANKARA,40,5,-4,7023,0.323055555
BAA192-5,BAA192,6,18,ANKARA,40,5,1,2915.5,1.033796296
BAA193-10,BAA193,14,35,ANKARA,132,12,2,2177.857143,0.61273617
BAA193-11,BAA193,32,35,ANKARA,132,12,20,3326.5625,0.411930286
BAA193-12,BAA193,8,35,ANKARA,132,12,-4,4228.375,0.913411666
BAA193-13,BAA193,7,35,ANKARA,132,12,-5,17041.14286,0.118890039
BAA193-14,BAA193,9,35,ANKARA,132,12,-3,27395.55556,0.498518518
BAA193-2,BAA193,7,35,ANKARA,132,12,-5,15461.28571,0.442460317
BAA193-3,BAA193,1,35,ANKARA,132,12,-11,789,0.345555555
BAA193-4,BAA193,3,35,ANKARA,132,12,-9,7301.666667,0.040432036
BAA193-5,BAA193,9,35,ANKARA,132,12,-3,2488,0.385092592
BAA193-6,BAA193,38,35,ANKARA,132,12,26,1705.394737,0.686014291
BAA193-7,BAA193,4,35,ANKARA,132,12,-8,1894,0.780625
BAA195-1,BAA195,3,9,ANKARA,114,11.4,-8.4,10397,0.171574074
BAA195-11,BAA195,7,9,ANKARA,114,11.4,-4.4,2176.714286,0.11063492
BAA195-12,BAA195,37,9,ANKARA,114,11.4,25.6,1936.837838,0.291958896
BAA195-13,BAA195,18,9,ANKARA,114,11.4,6.6,679.1111111,0.389480493
BAA195-14,BAA195,30,9,ANKARA,114,11.4,18.6,2679.566667,0.410424611
BAA195-15,BAA195,3,9,ANKARA,114,11.4,-8.4,100,0.34787037
BAA195-2,BAA195,2,9,ANKARA,114,11.4,-9.4,3184.5,0.110138888
BAA195-3,BAA195,8,9,ANKARA,114,11.4,-3.4,2667.625,0.169582743
BAA195-4,BAA195,5,9,ANKARA,114,11.4,-6.4,1869.4,0.941055555
BAA195-5,BAA195,1,9,ANKARA,114,11.4,-10.4,9508,0.598888888
BAA197-12,BAA197,2,7,ANKARA,209,16.07692308,-14.07692308,4340.5,0.252916666
BAA197-15,BAA197,5,7,ANKARA,209,16.07692308,-11.07692308,215.6,0.792
BAA197-20,BAA197,32,7,ANKARA,209,16.07692308,15.92307692,649.09375,0.493951519
BAA197-21,BAA197,8,7,ANKARA,209,16.07692308,-8.076923077,202.75,0.237809895
BAA197-22,BAA197,69,7,ANKARA,209,16.07692308,52.92307692,2862.695652,0.494636014
BAA197-23,BAA197,5,7,ANKARA,209,16.07692308,-11.07692308,4107.4,0.443037555
BAA197-27,BAA197,9,7,ANKARA,209,16.07692308,-7.076923077,4108.666667,0.223379012
BAA197-28,BAA197,34,7,ANKARA,209,16.07692308,17.92307692,699.0588235,0.514685008
BAA197-29,BAA197,24,7,ANKARA,209,16.07692308,7.923076923,2786.25,0.5098128
BAA197-3,BAA197,7,7,ANKARA,209,16.07692308,-9.076923077,948.4285714,1.894087301
BAA197-30,BAA197,4,7,ANKARA,209,16.07692308,-12.07692308,464.5,1.041388888
BAA197-6,BAA197,5,7,ANKARA,209,16.07692308,-11.07692308,14003.4,0.038722222
BAA197-8,BAA197,5,7,ANKARA,209,16.07692308,-11.07692308,1902,0.110297777
BAA198-1,BAA198,45,9,ANKARA,185,23.125,21.875,14212.55556,0.643012345
BAA198-10,BAA198,113,9,ANKARA,185,23.125,89.875,1704.716814,0.907914294
BAA198-11,BAA198,3,9,ANKARA,185,23.125,-20.125,467,2.74074074
BAA198-3,BAA198,2,9,ANKARA,185,23.125,-21.125,4668.5,1.52
BAA198-4,BAA198,1,9,ANKARA,185,23.125,-22.125,6361,3.420277777
BAA198-6,BAA198,5,9,ANKARA,185,23.125,-18.125,3356,1.171888888
BAA198-9,BAA198,13,9,ANKARA,185,23.125,-10.125,996.9230769,1.078757115
BAA198-C,BAA198,3,9,ANKARA,185,23.125,-20.125,62,0.731111111
BAA199-11,BAA199,3,13,ANKARA,19,3.166666667,-0.166666667,504,1.003407037
BAA199-6,BAA199,11,13,ANKARA,19,3.166666667,7.833333333,2271.727273,0.814194949
BAA199-7,BAA199,1,13,ANKARA,19,3.166666667,-2.166666667,4677,0.080833333
BAA199-9,BAA199,2,13,ANKARA,19,3.166666667,-1.166666667,1684,0.460428194
BAA199-C,BAA199,1,13,ANKARA,19,3.166666667,-2.166666667,53,0.318055555
BAA199-D,BAA199,1,13,ANKARA,19,3.166666667,-2.166666667,103,3.849722222
BAA203-1,BAA203,3,9,ANKARA,121,10.08333333,-7.083333333,1858,2.004444444
BAA203-11,BAA203,16,9,ANKARA,121,10.08333333,5.916666667,1677.375,0.820076909
BAA203-14,BAA203,1,9,ANKARA,121,10.08333333,-9.083333333,12574,0.016111111
BAA203-15,BAA203,2,9,ANKARA,121,10.08333333,-8.083333333,25538.5,0.068055556
BAA203-2,BAA203,28,9,ANKARA,121,10.08333333,17.91666667,2739.821429,0.339593254
BAA203-3,BAA203,11,9,ANKARA,121,10.08333333,0.916666667,2140,0.345555555
BAA203-4,BAA203,11,9,ANKARA,121,10.08333333,0.916666667,2281.727273,0.597369343
BAA203-5,BAA203,28,9,ANKARA,121,10.08333333,17.91666667,2120.535714,0.647725704
BAA203-6,BAA203,3,9,ANKARA,121,10.08333333,-7.083333333,10.33333333,0.430666018
BAA203-7,BAA203,2,9,ANKARA,121,10.08333333,-8.083333333,6698.5,0.939027778
BAA203-8,BAA203,14,9,ANKARA,121,10.08333333,3.916666667,550.6428571,0.259900793
BAA203-9,BAA203,2,9,ANKARA,121,10.08333333,-8.083333333,4689.5,0.536388888
BAA205-2,BAA205,6,14,ANKARA,10,5,1,323,2.460243472
BAA205-3,BAA205,4,14,ANKARA,10,5,-1,5721.75,0.544430069
BAA217-1,BAA217,2,14,ANKARA,10,2.5,-0.5,1686.5,0.448333333
BAA217-3,BAA217,1,14,ANKARA,10,2.5,-1.5,789,0.836944444
BAA217-7,BAA217,6,14,ANKARA,10,2.5,3.5,2391.166667,0.106018518
BAA217-8,BAA217,1,14,ANKARA,10,2.5,-1.5,2299,0.101111111
BAA218-13,BAA218,3,30,ANKARA,23,2.875,0.125,14102.66667,0.654814815
BAA218-14,BAA218,3,30,ANKARA,23,2.875,0.125,27478.66667,0.146944444
BAA218-16,BAA218,4,30,ANKARA,23,2.875,1.125,6032.75,0.264513889
BAA218-20,BAA218,1,30,ANKARA,23,2.875,-1.875,3642,0.088611111
BAA218-21,BAA218,3,30,ANKARA,23,2.875,0.125,10001.66667,0.123796296
BAA218-6,BAA218,4,30,ANKARA,23,2.875,1.125,26506.5,0.140486111
BAA218-7,BAA218,1,30,ANKARA,23,2.875,-1.875,38187,0.278888888
BAA218-9,BAA218,4,30,ANKARA,23,2.875,1.125,170534.25,0.027013889
BAA222-10,BAA222,2,43,ANKARA,106,6.625,-4.625,31041,3.549722222
BAA222-11,BAA222,18,43,ANKARA,106,6.625,11.375,27106.27778,3.621234568
BAA222-12,BAA222,6,43,ANKARA,106,6.625,-0.625,1150,0.074305555
BAA222-18,BAA222,5,43,ANKARA,106,6.625,-1.625,2221.4,0.179833333
BAA222-19,BAA222,5,43,ANKARA,106,6.625,-1.625,1486.8,0.320426444
BAA222-2,BAA222,4,43,ANKARA,106,6.625,-2.625,4471.75,0.731180555
BAA222-21,BAA222,2,43,ANKARA,106,6.625,-4.625,5444.5,0.171944444
BAA222-23,BAA222,12,43,ANKARA,106,6.625,5.375,1420.833333,0.234537037
BAA222-28,BAA222,14,43,ANKARA,106,6.625,7.375,11958.71429,0.341924603
BAA222-29,BAA222,1,43,ANKARA,106,6.625,-5.625,13475,1.701944444
BAA222-3,BAA222,1,43,ANKARA,106,6.625,-5.625,1125,0.566666666
BAA222-31,BAA222,5,43,ANKARA,106,6.625,-1.625,6655.8,0.085841999
BAA222-4,BAA222,3,43,ANKARA,106,6.625,-3.625,23372.66667,0.280100555
BAA222-5,BAA222,26,43,ANKARA,106,6.625,19.375,12880.38462,0.466291346
BAA222-7,BAA222,1,43,ANKARA,106,6.625,-5.625,32424,0.241666666
BAA222-9,BAA222,1,43,ANKARA,106,6.625,-5.625,36882,4.705555555
BAA224-1,BAA224,4,51,ANKARA,17,3.4,0.6,1699,1.114305555
BAA224-13,BAA224,2,51,ANKARA,17,3.4,-1.4,774.5,1.783055555
BAA224-2,BAA224,3,51,ANKARA,17,3.4,-0.4,19064.33333,0.403518518
BAA224-21,BAA224,4,51,ANKARA,17,3.4,0.6,809,1.020972222
BAA224-23,BAA224,4,51,ANKARA,17,3.4,0.6,2067.5,0.502291666
BAA225-1,BAA225,5,3,ANKARA,70,5,0,2910.4,0.484777778
BAA225-12,BAA225,4,3,ANKARA,70,5,-1,11744.5,0.355902777
BAA225-13,BAA225,2,3,ANKARA,70,5,-3,13956.5,0.239305555
BAA225-20,BAA225,2,3,ANKARA,70,5,-3,8947,0.100833333
BAA225-26,BAA225,5,3,ANKARA,70,5,0,6461.6,0.298755888
BAA225-28,BAA225,16,3,ANKARA,70,5,11,6607.5,0.309425364
BAA225-29,BAA225,12,3,ANKARA,70,5,7,11262.58333,0.19993662
BAA225-3,BAA225,6,3,ANKARA,70,5,1,4451,0.112268518
BAA225-31,BAA225,4,3,ANKARA,70,5,-1,8511,1.634861111
BAA225-32,BAA225,3,3,ANKARA,70,5,-2,13315,0.08037037
BAA225-4,BAA225,6,3,ANKARA,70,5,1,10923.16667,0.311296296
BAA225-5,BAA225,1,3,ANKARA,70,5,-4,1,0.489166666
BAA225-7,BAA225,3,3,ANKARA,70,5,-2,26969.33333,1.653425925
BAA225-8,BAA225,1,3,ANKARA,70,5,-4,27438,2.416666666
BAA235-10,BAA235,4,33,ANKARA,45,5,-1,3842.75,1.265208333
BAA235-13,BAA235,3,33,ANKARA,45,5,-2,9440,0.521203703
BAA235-20,BAA235,8,33,ANKARA,45,5,3,1610.125,0.806354166
BAA235-21,BAA235,1,33,ANKARA,45,5,-4,21874,0.042222222
BAA235-22,BAA235,4,33,ANKARA,45,5,-1,2642.75,0.726388888
BAA235-3,BAA235,3,33,ANKARA,45,5,-2,475.3333333,0.312685185
BAA235-4,BAA235,7,33,ANKARA,45,5,2,29340.57143,0.451269841
BAA235-7,BAA235,6,33,ANKARA,45,5,1,32431,0.270787037
BAA235-8,BAA235,9,33,ANKARA,45,5,4,45158.55556,0.123549382
BAA239-10,BAA239,1,19,ANKARA,36,3.6,-2.6,2074,0.027222222
BAA239-11,BAA239,2,19,ANKARA,36,3.6,-1.6,2,4.470694444
BAA239-3,BAA239,7,19,ANKARA,36,3.6,3.4,4043.142857,0.419246031
BAA239-4,BAA239,2,19,ANKARA,36,3.6,-1.6,238,0.641944444
BAA239-5,BAA239,2,19,ANKARA,36,3.6,-1.6,11,1.887083333
BAA239-7,BAA239,1,19,ANKARA,36,3.6,-2.6,100,1.493611111
BAA239-8,BAA239,6,19,ANKARA,36,3.6,2.4,868.6666667,0.596148148
BAA239-9,BAA239,8,19,ANKARA,36,3.6,4.4,1840,0.44875
BAA239-A,BAA239,2,19,ANKARA,36,3.6,-1.6,2,3.102361111
BAA239-H,BAA239,5,19,ANKARA,36,3.6,1.4,1.8,1.090777777
BAA242-13,BAA242,9,49,ANKARA,71,11.83333333,-2.833333333,111.6666667,1.416759259
BAA242-14,BAA242,18,49,ANKARA,71,11.83333333,6.166666667,517.3333333,0.993520725
BAA242-2,BAA242,1,49,ANKARA,71,11.83333333,-10.83333333,538,0.544444444
BAA242-3,BAA242,4,49,ANKARA,71,11.83333333,-7.833333333,6037.25,2.36875
BAA242-5,BAA242,21,49,ANKARA,71,11.83333333,9.166666667,1104.571429,0.269384246
